fips,state,county,county,med_ re_taxes_paid,med_ re_taxes_paid_real,Location 
54047, West Virginia,McDowell ,McDowell County,219,219,10
54049, West Virginia,Marion ,Marion County,779,779,8
54051, West Virginia,Marshall ,Marshall County,531,531,10
54053, West Virginia,Mason ,Mason County,543,543,7
54055, West Virginia,Mercer ,Mercer County,482,482,8
54057, West Virginia,Mineral ,Mineral County,749,749,9
54059, West Virginia,Mingo ,Mingo County,418,418,7
54061, West Virginia,Monongalia ,Monongalia County,977,977,12
54063, West Virginia,Monroe ,Monroe County,479,479,8
54065, West Virginia,Morgan ,Morgan County,1092,1092,8
54067, West Virginia,Nicholas ,Nicholas County,485,485,10
54069, West Virginia,Ohio ,Ohio County,777,777,6
54071, West Virginia,Pendleton ,Pendleton County,565,565,11
54073, West Virginia,Pleasants ,Pleasants County,668,668,11
54075, West Virginia,Pocahontas ,Pocahontas County,409,409,12
54077, West Virginia,Preston ,Preston County,518,518,9
54079, West Virginia,Putnam ,Putnam County,988,988,8
54081, West Virginia,Raleigh ,Raleigh County,619,619,9
54083, West Virginia,Randolph ,Randolph County,496,496,10
54085, West Virginia,Ritchie ,Ritchie County,552,552,9
54087, West Virginia,Roane ,Roane County,413,413,7
54089, West Virginia,Summers ,Summers County,370,370,9
54091, West Virginia,Taylor ,Taylor County,634,634,8
54093, West Virginia,Tucker ,Tucker County,473,473,8
54095, West Virginia,Tyler ,Tyler County,583,583,7
54097, West Virginia,Upshur ,Upshur County,551,551,8
54099, West Virginia,Wayne ,Wayne County,559,559,7
54101, West Virginia,Webster ,Webster County,269,269,9
54103, West Virginia,Wetzel ,Wetzel County,565,565,8
54105, West Virginia,Wirt ,Wirt County,413,413,6
54107, West Virginia,Wood ,Wood County,756,756,6
54109, West Virginia,Wyoming ,Wyoming County,282,282,9
55001, Wisconsin,Adams ,Adams County,2087,2087,7
55003, Wisconsin,Ashland ,Ashland County,2082,2082,9
55005, Wisconsin,Barron ,Barron County,2451,2451,8
55007, Wisconsin,Bayfield ,Bayfield County,2205,2205,10
55009, Wisconsin,Brown ,Brown County,3139,3139,7
55011, Wisconsin,Buffalo ,Buffalo County,2536,2536,9
55013, Wisconsin,Burnett ,Burnett County,1880,1880,9
55015, Wisconsin,Calumet ,Calumet County,3323,3323,9
55017, Wisconsin,Chippewa ,Chippewa County,2427,2427,10
55019, Wisconsin,Clark ,Clark County,2187,2187,7
55021, Wisconsin,Columbia ,Columbia County,3325,3325,10
55023, Wisconsin,Crawford ,Crawford County,2668,2668,10
55025, Wisconsin,Dane ,Dane County,4994,4994,6
55027, Wisconsin,Dodge ,Dodge County,3028,3028,7
55029, Wisconsin,Door ,Door County,2637,2637,6
55031, Wisconsin,Douglas ,Douglas County,2404,2404,9
55033, Wisconsin,Dunn ,Dunn County,2972,2972,6
55035, Wisconsin,Eau Claire ,Eau Claire County,2937,2937,12
55037, Wisconsin,Florence ,Florence County,1918,1918,10
55039, Wisconsin,Fond du Lac ,Fond du Lac County,2989,2989,13
55041, Wisconsin,Forest ,Forest County,1843,1843,8
55043, Wisconsin,Grant ,Grant County,2478,2478,7
55045, Wisconsin,Green ,Green County,3479,3479,7
55047, Wisconsin,Green Lake ,Green Lake County,2497,2497,12
55049, Wisconsin,Iowa ,Iowa County,3459,3459,6
55051, Wisconsin,Iron ,Iron County,1677,1677,6
55053, Wisconsin,Jackson ,Jackson County,2353,2353,9
55055, Wisconsin,Jefferson ,Jefferson County,3486,3486,11
55057, Wisconsin,Juneau ,Juneau County,2272,2272,8
55059, Wisconsin,Kenosha ,Kenosha County,3715,3715,9
55061, Wisconsin,Kewaunee ,Kewaunee County,2712,2712,10
55063, Wisconsin,La Crosse ,La Crosse County,3336,3336,11
55065, Wisconsin,Lafayette ,Lafayette County,2687,2687,11
55067, Wisconsin,Langlade ,Langlade County,1817,1817,10
55069, Wisconsin,Lincoln ,Lincoln County,2348,2348,9
55071, Wisconsin,Manitowoc ,Manitowoc County,2511,2511,11
55073, Wisconsin,Marathon ,Marathon County,2809,2809,10
55075, Wisconsin,Marinette ,Marinette County,1721,1721,11
55077, Wisconsin,Marquette ,Marquette County,2563,2563,11
55078, Wisconsin,Menominee ,Menominee County,3294,3294,11
55079, Wisconsin,Milwaukee ,Milwaukee County,3887,3887,11
55081, Wisconsin,Monroe ,Monroe County,2628,2628,8
55083, Wisconsin,Oconto ,Oconto County,2361,2361,8
55085, Wisconsin,Oneida ,Oneida County,2035,2035,8
55087, Wisconsin,Outagamie ,Outagamie County,3071,3071,11
55089, Wisconsin,Ozaukee ,Ozaukee County,4133,4133,9
55091, Wisconsin,Pepin ,Pepin County,2757,2757,7
55093, Wisconsin,Pierce ,Pierce County,3738,3738,8
55095, Wisconsin,Polk ,Polk County,2678,2678,6
55097, Wisconsin,Portage ,Portage County,2733,2733,9
55099, Wisconsin,Price ,Price County,1975,1975,7
55101, Wisconsin,Racine ,Racine County,3582,3582,8
55103, Wisconsin,Richland ,Richland County,2307,2307,10
55105, Wisconsin,Rock ,Rock County,2947,2947,6
55107, Wisconsin,Rusk ,Rusk County,1695,1695,6
55109, Wisconsin,St. Croix ,St. Croix County,3418,3418,11
55111, Wisconsin,Sauk ,Sauk County,3204,3204,6
55113, Wisconsin,Sawyer ,Sawyer County,1694,1694,8
55115, Wisconsin,Shawano ,Shawano County,2337,2337,9
55117, Wisconsin,Sheboygan ,Sheboygan County,2943,2943,11
55119, Wisconsin,Taylor ,Taylor County,2400,2400,8
55121, Wisconsin,Trempealeau ,Trempealeau County,2773,2773,13
55123, Wisconsin,Vernon ,Vernon County,2593,2593,8
55125, Wisconsin,Vilas ,Vilas County,1947,1947,7
55127, Wisconsin,Walworth ,Walworth County,3615,3615,10
55129, Wisconsin,Washburn ,Washburn County,2079,2079,10
55131, Wisconsin,Washington ,Washington County,3494,3494,12
55133, Wisconsin,Waukesha ,Waukesha County,4138,4138,10
55135, Wisconsin,Waupaca ,Waupaca County,2697,2697,9
55137, Wisconsin,Waushara ,Waushara County,2315,2315,10
55139, Wisconsin,Winnebago ,Winnebago County,3083,3083,11
55141, Wisconsin,Wood ,Wood County,2470,2470,6
56001, Wyoming,Albany ,Albany County,1438,1438,8
56003, Wyoming,Big Horn ,Big Horn County,1011,1011,10
56005, Wyoming,Campbell ,Campbell County,1272,1272,10
56007, Wyoming,Carbon ,Carbon County,938,938,8
56009, Wyoming,Converse ,Converse County,1251,1251,10
56011, Wyoming,Crook ,Crook County,1132,1132,7
56013, Wyoming,Fremont ,Fremont County,1325,1325,9
56015, Wyoming,Goshen ,Goshen County,1072,1072,8
56017, Wyoming,Hot Springs ,Hot Springs County,984,984,13
56019, Wyoming,Johnson ,Johnson County,1288,1288,9
56021, Wyoming,Laramie ,Laramie County,1299,1299,9
56023, Wyoming,Lincoln ,Lincoln County,1262,1262,9
56025, Wyoming,Natrona ,Natrona County,1295,1295,9
56027, Wyoming,Niobrara ,Niobrara County,761,761,10
56029, Wyoming,Park ,Park County,1616,1616,6
56031, Wyoming,Platte ,Platte County,993,993,8
56033, Wyoming,Sheridan ,Sheridan County,1487,1487,10
56035, Wyoming,Sublette ,Sublette County,1544,1544,10
56037, Wyoming,Sweetwater ,Sweetwater County,1237,1237,12
56039, Wyoming,Teton ,Teton County,3896,3896,7
56041, Wyoming,Uinta ,Uinta County,1064,1064,7
56043, Wyoming,Washakie ,Washakie County,1108,1108,10
56045, Wyoming,Weston ,Weston County,1120,1120,8
