fips,state,county,county,med_ re_taxes_paid,med_ re_taxes_paid_real,Location 
29047, Missouri,Clay ,Clay County,2256,2256,6
29049, Missouri,Clinton ,Clinton County,1452,1452,9
29051, Missouri,Cole ,Cole County,1387,1387,6
29053, Missouri,Cooper ,Cooper County,981,981,8
29055, Missouri,Crawford ,Crawford County,822,822,10
29057, Missouri,Dade ,Dade County,695,695,6
29059, Missouri,Dallas ,Dallas County,652,652,8
29061, Missouri,Daviess ,Daviess County,971,971,9
29063, Missouri,DeKalb ,DeKalb County,1020,1020,8
29065, Missouri,Dent ,Dent County,679,679,6
29067, Missouri,Douglas ,Douglas County,549,549,9
29069, Missouri,Dunklin ,Dunklin County,590,590,9
29071, Missouri,Franklin ,Franklin County,1431,1431,10
29073, Missouri,Gasconade ,Gasconade County,1102,1102,11
29075, Missouri,Gentry ,Gentry County,1084,1084,8
29077, Missouri,Greene ,Greene County,1229,1229,8
29079, Missouri,Grundy ,Grundy County,889,889,8
29081, Missouri,Harrison ,Harrison County,757,757,10
29083, Missouri,Henry ,Henry County,950,950,7
29085, Missouri,Hickory ,Hickory County,592,592,9
29087, Missouri,Holt ,Holt County,951,951,6
29089, Missouri,Howard ,Howard County,995,995,8
29091, Missouri,Howell ,Howell County,686,686,8
29093, Missouri,Iron ,Iron County,616,616,6
29095, Missouri,Jackson ,Jackson County,1877,1877,9
29097, Missouri,Jasper ,Jasper County,899,899,8
29099, Missouri,Jefferson ,Jefferson County,1436,1436,11
29101, Missouri,Johnson ,Johnson County,1310,1310,9
29103, Missouri,Knox ,Knox County,715,715,6
29105, Missouri,Laclede ,Laclede County,732,732,9
29107, Missouri,Lafayette ,Lafayette County,1257,1257,11
29109, Missouri,Lawrence ,Lawrence County,830,830,10
29111, Missouri,Lewis ,Lewis County,834,834,7
29113, Missouri,Lincoln ,Lincoln County,1426,1426,9
29115, Missouri,Linn ,Linn County,777,777,6
29117, Missouri,Livingston ,Livingston County,983,983,12
29119, Missouri,McDonald ,McDonald County,606,606,10
29121, Missouri,Macon ,Macon County,770,770,7
29123, Missouri,Madison ,Madison County,821,821,9
29125, Missouri,Maries ,Maries County,818,818,8
29127, Missouri,Marion ,Marion County,1064,1064,8
29129, Missouri,Mercer ,Mercer County,880,880,8
29131, Missouri,Miller ,Miller County,870,870,8
29133, Missouri,Mississippi ,Mississippi County,644,644,13
29135, Missouri,Moniteau ,Moniteau County,1025,1025,10
29137, Missouri,Monroe ,Monroe County,910,910,8
29139, Missouri,Montgomery ,Montgomery County,1013,1013,12
29141, Missouri,Morgan ,Morgan County,932,932,8
29143, Missouri,New Madrid ,New Madrid County,580,580,12
29145, Missouri,Newton ,Newton County,886,886,8
29147, Missouri,Nodaway ,Nodaway County,1209,1209,9
29149, Missouri,Oregon ,Oregon County,421,421,8
29151, Missouri,Osage ,Osage County,979,979,7
29153, Missouri,Ozark ,Ozark County,523,523,7
29155, Missouri,Pemiscot ,Pemiscot County,722,722,10
29157, Missouri,Perry ,Perry County,1089,1089,7
29159, Missouri,Pettis ,Pettis County,1022,1022,8
29161, Missouri,Phelps ,Phelps County,964,964,8
29163, Missouri,Pike ,Pike County,826,826,6
29165, Missouri,Platte ,Platte County,2666,2666,8
29167, Missouri,Polk ,Polk County,851,851,6
29169, Missouri,Pulaski ,Pulaski County,906,906,9
29171, Missouri,Putnam ,Putnam County,1088,1088,8
29173, Missouri,Ralls ,Ralls County,983,983,7
29175, Missouri,Randolph ,Randolph County,989,989,10
29177, Missouri,Ray ,Ray County,1284,1284,5
29179, Missouri,Reynolds ,Reynolds County,542,542,10
29181, Missouri,Ripley ,Ripley County,497,497,8
29183, Missouri,St. Charles ,St. Charles County,2624,2624,13
29185, Missouri,St. Clair ,St. Clair County,750,750,11
29186, Missouri,Ste. Genevieve ,Ste. Genevieve County,1249,1249,16
29187, Missouri,St. Francois ,St. Francois County,941,941,14
29189, Missouri,St. Louis ,St. Louis County,2629,2629,11
29195, Missouri,Saline ,Saline County,884,884,8
29197, Missouri,Schuyler ,Schuyler County,703,703,10
29199, Missouri,Scotland ,Scotland County,786,786,10
29201, Missouri,Scott ,Scott County,727,727,7
29203, Missouri,Shannon ,Shannon County,385,385,9
29205, Missouri,Shelby ,Shelby County,732,732,8
29207, Missouri,Stoddard ,Stoddard County,727,727,10
29209, Missouri,Stone ,Stone County,877,877,7
29211, Missouri,Sullivan ,Sullivan County,729,729,10
29213, Missouri,Taney ,Taney County,867,867,7
29215, Missouri,Texas ,Texas County,548,548,7
29217, Missouri,Vernon ,Vernon County,816,816,8
29219, Missouri,Warren ,Warren County,1521,1521,8
29221, Missouri,Washington ,Washington County,575,575,12
29223, Missouri,Wayne ,Wayne County,500,500,7
29225, Missouri,Webster ,Webster County,776,776,9
29227, Missouri,Worth ,Worth County,599,599,7
29229, Missouri,Wright ,Wright County,489,489,8
29510, Missouri,St. Louis ,St. Louis city,1382,1382,11
30001, Montana,Beaverhead ,Beaverhead County,1543,1543,12
30003, Montana,Big Horn ,Big Horn County,1000,1000,10
30005, Montana,Blaine ,Blaine County,1407,1407,8
30007, Montana,Broadwater ,Broadwater County,1432,1432,12
30009, Montana,Carbon ,Carbon County,1475,1475,8
30011, Montana,Carter ,Carter County,870,870,8
30013, Montana,Cascade ,Cascade County,1633,1633,9
30015, Montana,Chouteau ,Chouteau County,1161,1161,10
30017, Montana,Custer ,Custer County,1619,1619,8
30019, Montana,Daniels ,Daniels County,1547,1547,9
30021, Montana,Dawson ,Dawson County,1598,1598,8
30023, Montana,Deer Lodge ,Deer Lodge County,1338,1338,12
30025, Montana,Fallon ,Fallon County,794,794,8
30027, Montana,Fergus ,Fergus County,1233,1233,8
30029, Montana,Flathead ,Flathead County,2090,2090,10
30031, Montana,Gallatin ,Gallatin County,2604,2604,10
30033, Montana,Garfield ,Garfield County,1100,1100,10
30035, Montana,Glacier ,Glacier County,1120,1120,9
30037, Montana,Golden Valley ,Golden Valley County,676,676,15
30039, Montana,Granite ,Granite County,1527,1527,9
30041, Montana,Hill ,Hill County,1612,1612,6
30043, Montana,Jefferson ,Jefferson County,1742,1742,11
30045, Montana,Judith Basin ,Judith Basin County,782,782,14
30047, Montana,Lake ,Lake County,1769,1769,6
30049, Montana,Lewis and Clark ,Lewis and Clark County,2217,2217,17
30051, Montana,Liberty ,Liberty County,1199,1199,9
30053, Montana,Lincoln ,Lincoln County,1331,1331,9
30055, Montana,McCone ,McCone County,1118,1118,8
30057, Montana,Madison ,Madison County,1436,1436,9
30059, Montana,Meagher ,Meagher County,1012,1012,9
30061, Montana,Mineral ,Mineral County,1322,1322,9
30063, Montana,Missoula ,Missoula County,2658,2658,10
30065, Montana,Musselshell ,Musselshell County,1087,1087,13
30067, Montana,Park ,Park County,1903,1903,6
30069, Montana,Petroleum ,Petroleum County,1000,1000,11
30071, Montana,Phillips ,Phillips County,1111,1111,10
30073, Montana,Pondera ,Pondera County,1235,1235,9
30075, Montana,Powder River ,Powder River County,935,935,14
30077, Montana,Powell ,Powell County,1404,1404,8
30079, Montana,Prairie ,Prairie County,1151,1151,9
30081, Montana,Ravalli ,Ravalli County,1632,1632,9
30083, Montana,Richland ,Richland County,1274,1274,10
30085, Montana,Roosevelt ,Roosevelt County,1011,1011,11
30087, Montana,Rosebud ,Rosebud County,772,772,9
30089, Montana,Sanders ,Sanders County,1318,1318,9
30091, Montana,Sheridan ,Sheridan County,1084,1084,10
30093, Montana,Silver Bow ,Silver Bow County,1541,1541,12
30095, Montana,Stillwater ,Stillwater County,1535,1535,12
30097, Montana,Sweet Grass ,Sweet Grass County,1447,1447,13
30099, Montana,Teton ,Teton County,1503,1503,7
30101, Montana,Toole ,Toole County,1277,1277,7
30103, Montana,Treasure ,Treasure County,960,960,10
30105, Montana,Valley ,Valley County,1234,1234,8
30107, Montana,Wheatland ,Wheatland County,659,659,11
30109, Montana,Wibaux ,Wibaux County,640,640,8
30111, Montana,Yellowstone ,Yellowstone County,1962,1962,13
31001, Nebraska,Adams ,Adams County,2057,2057,7
31003, Nebraska,Antelope ,Antelope County,1145,1145,10
31005, Nebraska,Arthur ,Arthur County,1297,1297,8
31007, Nebraska,Banner ,Banner County,1464,1464,8
31009, Nebraska,Blaine ,Blaine County,1063,1063,8
31011, Nebraska,Boone ,Boone County,1403,1403,7
31013, Nebraska,Box Butte ,Box Butte County,1815,1815,11
31015, Nebraska,Boyd ,Boyd County,887,887,6
31017, Nebraska,Brown ,Brown County,1280,1280,7
31019, Nebraska,Buffalo ,Buffalo County,2629,2629,9
31021, Nebraska,Burt ,Burt County,1469,1469,6
31023, Nebraska,Butler ,Butler County,1552,1552,8
31025, Nebraska,Cass ,Cass County,3093,3093,6
31027, Nebraska,Cedar ,Cedar County,1408,1408,7
31029, Nebraska,Chase ,Chase County,1606,1606,7
31031, Nebraska,Cherry ,Cherry County,1569,1569,8
31033, Nebraska,Cheyenne ,Cheyenne County,1976,1976,10
31035, Nebraska,Clay ,Clay County,1464,1464,6
31037, Nebraska,Colfax ,Colfax County,1416,1416,8
31039, Nebraska,Cuming ,Cuming County,1605,1605,8
31041, Nebraska,Custer ,Custer County,1365,1365,8
31043, Nebraska,Dakota ,Dakota County,2175,2175,8
31045, Nebraska,Dawes ,Dawes County,1887,1887,7
31047, Nebraska,Dawson ,Dawson County,1808,1808,8
31049, Nebraska,Deuel ,Deuel County,1288,1288,7
31051, Nebraska,Dixon ,Dixon County,1512,1512,7
31053, Nebraska,Dodge ,Dodge County,1982,1982,7
31055, Nebraska,Douglas ,Douglas County,3286,3286,9
31057, Nebraska,Dundy ,Dundy County,988,988,7
31059, Nebraska,Fillmore ,Fillmore County,1212,1212,10
31061, Nebraska,Franklin ,Franklin County,964,964,10
31063, Nebraska,Frontier ,Frontier County,1497,1497,10
31065, Nebraska,Furnas ,Furnas County,1032,1032,8
31067, Nebraska,Gage ,Gage County,1942,1942,6
31069, Nebraska,Garden ,Garden County,1090,1090,8
31071, Nebraska,Garfield ,Garfield County,1451,1451,10
31073, Nebraska,Gosper ,Gosper County,1961,1961,8
31075, Nebraska,Grant ,Grant County,983,983,7
31077, Nebraska,Greeley ,Greeley County,1092,1092,9
31079, Nebraska,Hall ,Hall County,2437,2437,6
31081, Nebraska,Hamilton ,Hamilton County,1750,1750,10
31083, Nebraska,Harlan ,Harlan County,1414,1414,8
31085, Nebraska,Hayes ,Hayes County,1094,1094,7
31087, Nebraska,Hitchcock ,Hitchcock County,972,972,11
31089, Nebraska,Holt ,Holt County,1371,1371,6
31091, Nebraska,Hooker ,Hooker County,1145,1145,8
31093, Nebraska,Howard ,Howard County,1963,1963,8
31095, Nebraska,Jefferson ,Jefferson County,1272,1272,11
31097, Nebraska,Johnson ,Johnson County,1480,1480,9
31099, Nebraska,Kearney ,Kearney County,1950,1950,9
31101, Nebraska,Keith ,Keith County,1912,1912,7
31103, Nebraska,Keya Paha ,Keya Paha County,1299,1299,11
31105, Nebraska,Kimball ,Kimball County,1434,1434,9
31107, Nebraska,Knox ,Knox County,1250,1250,6
31109, Nebraska,Lancaster ,Lancaster County,3061,3061,11
31111, Nebraska,Lincoln ,Lincoln County,2403,2403,9
31113, Nebraska,Logan ,Logan County,1576,1576,7
31115, Nebraska,Loup ,Loup County,1750,1750,6
31117, Nebraska,McPherson ,McPherson County,1729,1729,11
31119, Nebraska,Madison ,Madison County,2170,2170,9
31121, Nebraska,Merrick ,Merrick County,1446,1446,9
31123, Nebraska,Morrill ,Morrill County,1505,1505,9
31125, Nebraska,Nance ,Nance County,1238,1238,7
31127, Nebraska,Nemaha ,Nemaha County,1719,1719,8
31129, Nebraska,Nuckolls ,Nuckolls County,904,904,10
31131, Nebraska,Otoe ,Otoe County,2216,2216,6
31133, Nebraska,Pawnee ,Pawnee County,1132,1132,8
31135, Nebraska,Perkins ,Perkins County,1471,1471,9
31137, Nebraska,Phelps ,Phelps County,1840,1840,8
31139, Nebraska,Pierce ,Pierce County,1503,1503,8
31141, Nebraska,Platte ,Platte County,2178,2178,8
31143, Nebraska,Polk ,Polk County,1450,1450,6
31145, Nebraska,Red Willow ,Red Willow County,1448,1448,12
31147, Nebraska,Richardson ,Richardson County,1125,1125,12
31149, Nebraska,Rock ,Rock County,1105,1105,6
31151, Nebraska,Saline ,Saline County,1717,1717,8
31153, Nebraska,Sarpy ,Sarpy County,3780,3780,7
31155, Nebraska,Saunders ,Saunders County,2733,2733,10
31157, Nebraska,Scotts Bluff ,Scotts Bluff County,2054,2054,14
31159, Nebraska,Seward ,Seward County,2402,2402,8
31161, Nebraska,Sheridan ,Sheridan County,1183,1183,10
31163, Nebraska,Sherman ,Sherman County,1296,1296,9
31165, Nebraska,Sioux ,Sioux County,1439,1439,7
31167, Nebraska,Stanton ,Stanton County,1769,1769,9
31169, Nebraska,Thayer ,Thayer County,1021,1021,8
31171, Nebraska,Thomas ,Thomas County,1233,1233,8
31173, Nebraska,Thurston ,Thurston County,1255,1255,10
31175, Nebraska,Valley ,Valley County,1765,1765,8
31177, Nebraska,Washington ,Washington County,2991,2991,12
31179, Nebraska,Wayne ,Wayne County,2159,2159,7
31181, Nebraska,Webster ,Webster County,1385,1385,9
31183, Nebraska,Wheeler ,Wheeler County,839,839,9
31185, Nebraska,York ,York County,1785,1785,6
32001, Nevada,Churchill ,Churchill County,1296,1296,11
32003, Nevada,Clark ,Clark County,1550,1550,7
32005, Nevada,Douglas ,Douglas County,2091,2091,9
32007, Nevada,Elko ,Elko County,1188,1188,6
32009, Nevada,Esmeralda ,Esmeralda County,361,361,11
32011, Nevada,Eureka ,Eureka County,375,375,8
32013, Nevada,Humboldt ,Humboldt County,1177,1177,10
32015, Nevada,Lander ,Lander County,1393,1393,8
32017, Nevada,Lincoln ,Lincoln County,1080,1080,9
32019, Nevada,Lyon ,Lyon County,1273,1273,6
32021, Nevada,Mineral ,Mineral County,896,896,9
32023, Nevada,Nye ,Nye County,1041,1041,5
32027, Nevada,Pershing ,Pershing County,1051,1051,10
32029, Nevada,Storey ,Storey County,1456,1456,8
32031, Nevada,Washoe ,Washoe County,1850,1850,8
32033, Nevada,White Pine ,White Pine County,893,893,12
32510, Nevada,Carson ,Carson City,1488,1488,8
33001, New Hampshire,Belknap ,Belknap County,4139,4139,9
33003, New Hampshire,Carroll ,Carroll County,3106,3106,9
33005, New Hampshire,Cheshire ,Cheshire County,5213,5213,10
33007, New Hampshire,Coos ,Coos County,2963,2963,6
33009, New Hampshire,Grafton ,Grafton County,4534,4534,9
33011, New Hampshire,Hillsborough ,Hillsborough County,5909,5909,14
33013, New Hampshire,Merrimack ,Merrimack County,5609,5609,11
33015, New Hampshire,Rockingham ,Rockingham County,6293,6293,12
33017, New Hampshire,Strafford ,Strafford County,5487,5487,11
33019, New Hampshire,Sullivan ,Sullivan County,4715,4715,10
34001, New Jersey,Atlantic ,Atlantic County,6088,6088,10
34003, New Jersey,Bergen ,Bergen County,"10,000","10,000+",8
34005, New Jersey,Burlington ,Burlington County,6730,6730,12
34007, New Jersey,Camden ,Camden County,6770,6770,8
34009, New Jersey,Cape May ,Cape May County,4472,4472,10
34011, New Jersey,Cumberland ,Cumberland County,4379,4379,12
34013, New Jersey,Essex ,Essex County,"10,000","10,000+",7
34015, New Jersey,Gloucester ,Gloucester County,6767,6767,12
34017, New Jersey,Hudson ,Hudson County,8395,8395,8
34019, New Jersey,Hunterdon ,Hunterdon County,9384,9384,11
34021, New Jersey,Mercer ,Mercer County,7487,7487,8
34023, New Jersey,Middlesex ,Middlesex County,8050,8050,11
34025, New Jersey,Monmouth ,Monmouth County,8450,8450,10
34027, New Jersey,Morris ,Morris County,9595,9595,8
34029, New Jersey,Ocean ,Ocean County,5599,5599,7
34031, New Jersey,Passaic ,Passaic County,9722,9722,9
34033, New Jersey,Salem ,Salem County,5588,5588,7
34035, New Jersey,Somerset ,Somerset County,9260,9260,10
34037, New Jersey,Sussex ,Sussex County,7237,7237,8
34039, New Jersey,Union ,Union County,9788,9788,7
34041, New Jersey,Warren ,Warren County,7058,7058,8
35001, New Mexico,Bernalillo ,Bernalillo County,2032,2032,12
35003, New Mexico,Catron ,Catron County,577,577,8
35005, New Mexico,Chaves ,Chaves County,723,723,8
35006, New Mexico,Cibola ,Cibola County,644,644,8
35007, New Mexico,Colfax ,Colfax County,550,550,8
35009, New Mexico,Curry ,Curry County,646,646,7
35011, New Mexico,De Baca ,De Baca County,484,484,9
35013, New Mexico,Doña Ana ,Doña Ana County,1043,1043,10
35015, New Mexico,Eddy ,Eddy County,664,664,6
35017, New Mexico,Grant ,Grant County,614,614,7
35019, New Mexico,Guadalupe ,Guadalupe County,474,474,11
35021, New Mexico,Harding ,Harding County,267,267,9
35023, New Mexico,Hidalgo ,Hidalgo County,425,425,9
35025, New Mexico,Lea ,Lea County,569,569,5
35027, New Mexico,Lincoln ,Lincoln County,1178,1178,9
35028, New Mexico,Los Alamos ,Los Alamos County,1898,1898,12
35029, New Mexico,Luna ,Luna County,511,511,6
35031, New Mexico,McKinley ,McKinley County,1126,1126,10
35033, New Mexico,Mora ,Mora County,532,532,6
35035, New Mexico,Otero ,Otero County,634,634,7
35037, New Mexico,Quay ,Quay County,423,423,6
35039, New Mexico,Rio Arriba ,Rio Arriba County,756,756,12
35041, New Mexico,Roosevelt ,Roosevelt County,598,598,11
35043, New Mexico,Sandoval ,Sandoval County,1784,1784,10
35045, New Mexico,San Juan ,San Juan County,968,968,10
35047, New Mexico,San Miguel ,San Miguel County,732,732,12
35049, New Mexico,Santa Fe ,Santa Fe County,1570,1570,10
35051, New Mexico,Sierra ,Sierra County,574,574,8
35053, New Mexico,Socorro ,Socorro County,709,709,9
35055, New Mexico,Taos ,Taos County,929,929,6
35057, New Mexico,Torrance ,Torrance County,772,772,10
35059, New Mexico,Union ,Union County,434,434,7
35061, New Mexico,Valencia ,Valencia County,1069,1069,10
36001, New York,Albany ,Albany County,4577,4577,8
36003, New York,Allegany ,Allegany County,2420,2420,10
36005, New York,Bronx ,Bronx County,3762,3762,7
36007, New York,Broome ,Broome County,3200,3200,8
36009, New York,Cattaraugus ,Cattaraugus County,2706,2706,13
36011, New York,Cayuga ,Cayuga County,3052,3052,8
36013, New York,Chautauqua ,Chautauqua County,2479,2479,12
36015, New York,Chemung ,Chemung County,2798,2798,9
36017, New York,Chenango ,Chenango County,2537,2537,10
36019, New York,Clinton ,Clinton County,2697,2697,9
36021, New York,Columbia ,Columbia County,4469,4469,10
36023, New York,Cortland ,Cortland County,3716,3716,10
36025, New York,Delaware ,Delaware County,2743,2743,10
36027, New York,Dutchess ,Dutchess County,6192,6192,10
36029, New York,Erie ,Erie County,3781,3781,6
36031, New York,Essex ,Essex County,2645,2645,7
36033, New York,Franklin ,Franklin County,2257,2257,10
36035, New York,Fulton ,Fulton County,2748,2748,8
36037, New York,Genesee ,Genesee County,3310,3310,9
36039, New York,Greene ,Greene County,3151,3151,8
36041, New York,Hamilton ,Hamilton County,1839,1839,10
36043, New York,Herkimer ,Herkimer County,2500,2500,10
36045, New York,Jefferson ,Jefferson County,2486,2486,11
36047, New York,Kings ,Kings County,4358,4358,7
36049, New York,Lewis ,Lewis County,2260,2260,7
36051, New York,Livingston ,Livingston County,3581,3581,12
36053, New York,Madison ,Madison County,3335,3335,9
36055, New York,Monroe ,Monroe County,4653,4653,8
36057, New York,Montgomery ,Montgomery County,3217,3217,12
36059, New York,Nassau ,Nassau County,"10,000","10,000+",8
36061, New York,New York ,New York County,8980,8980,10
36063, New York,Niagara ,Niagara County,3473,3473,9
36065, New York,Oneida ,Oneida County,3146,3146,8
36067, New York,Onondaga ,Onondaga County,3983,3983,10
36069, New York,Ontario ,Ontario County,3850,3850,9
36071, New York,Orange ,Orange County,6763,6763,8
36073, New York,Orleans ,Orleans County,3332,3332,9
36075, New York,Oswego ,Oswego County,2899,2899,8
36077, New York,Otsego ,Otsego County,2695,2695,8
36079, New York,Putnam ,Putnam County,9383,9383,8
36081, New York,Queens ,Queens County,4443,4443,8
36083, New York,Rensselaer ,Rensselaer County,4585,4585,12
36085, New York,Richmond ,Richmond County,4427,4427,10
36087, New York,Rockland ,Rockland County,"10,000","10,000+",10
36089, New York,St. Lawrence ,St. Lawrence County,2323,2323,14
36091, New York,Saratoga ,Saratoga County,4101,4101,10
36093, New York,Schenectady ,Schenectady County,4771,4771,13
36095, New York,Schoharie ,Schoharie County,3330,3330,11
36097, New York,Schuyler ,Schuyler County,2775,2775,10
36099, New York,Seneca ,Seneca County,2831,2831,8
36101, New York,Steuben ,Steuben County,2703,2703,9
36103, New York,Suffolk ,Suffolk County,9157,9157,9
36105, New York,Sullivan ,Sullivan County,4456,4456,10
36107, New York,Tioga ,Tioga County,3069,3069,7
36109, New York,Tompkins ,Tompkins County,4994,4994,10
36111, New York,Ulster ,Ulster County,5409,5409,8
36113, New York,Warren ,Warren County,3197,3197,8
36115, New York,Washington ,Washington County,3282,3282,12
36117, New York,Wayne ,Wayne County,3564,3564,7
36119, New York,Westchester ,Westchester County,"10,000","10,000+",13
36121, New York,Wyoming ,Wyoming County,3165,3165,9
36123, New York,Yates ,Yates County,2785,2785,7
37001, North Carolina,Alamance ,Alamance County,1178,1178,10
37003, North Carolina,Alexander ,Alexander County,922,922,11
37005, North Carolina,Alleghany ,Alleghany County,757,757,11
37007, North Carolina,Anson ,Anson County,838,838,7
37009, North Carolina,Ashe ,Ashe County,921,921,6
37011, North Carolina,Avery ,Avery County,674,674,7
37013, North Carolina,Beaufort ,Beaufort County,986,986,10
37015, North Carolina,Bertie ,Bertie County,675,675,8
37017, North Carolina,Bladen ,Bladen County,842,842,8
37019, North Carolina,Brunswick ,Brunswick County,1260,1260,11
37021, North Carolina,Buncombe ,Buncombe County,1530,1530,10
37023, North Carolina,Burke ,Burke County,948,948,7
37025, North Carolina,Cabarrus ,Cabarrus County,1694,1694,10
37027, North Carolina,Caldwell ,Caldwell County,883,883,10
37029, North Carolina,Camden ,Camden County,1381,1381,8
37031, North Carolina,Carteret ,Carteret County,1153,1153,10
37033, North Carolina,Caswell ,Caswell County,785,785,9
37035, North Carolina,Catawba ,Catawba County,1018,1018,9
37037, North Carolina,Chatham ,Chatham County,1989,1989,9
37039, North Carolina,Cherokee ,Cherokee County,831,831,10
37041, North Carolina,Chowan ,Chowan County,1047,1047,8
37043, North Carolina,Clay ,Clay County,773,773,6
37045, North Carolina,Cleveland ,Cleveland County,1003,1003,11
37047, North Carolina,Columbus ,Columbus County,966,966,10
37049, North Carolina,Craven ,Craven County,1189,1189,8
37051, North Carolina,Cumberland ,Cumberland County,1502,1502,12
37053, North Carolina,Currituck ,Currituck County,1184,1184,11
37055, North Carolina,Dare ,Dare County,1770,1770,6
37057, North Carolina,Davidson ,Davidson County,1008,1008,10
37059, North Carolina,Davie ,Davie County,1261,1261,7
37061, North Carolina,Duplin ,Duplin County,720,720,8
37063, North Carolina,Durham ,Durham County,2475,2475,8
37065, North Carolina,Edgecombe ,Edgecombe County,1061,1061,11
37067, North Carolina,Forsyth ,Forsyth County,1507,1507,9
37069, North Carolina,Franklin ,Franklin County,1308,1308,10
37071, North Carolina,Gaston ,Gaston County,1391,1391,8
37073, North Carolina,Gates ,Gates County,1071,1071,7
37075, North Carolina,Graham ,Graham County,649,649,8
37077, North Carolina,Granville ,Granville County,1369,1369,11
37079, North Carolina,Greene ,Greene County,861,861,8
37081, North Carolina,Guilford ,Guilford County,1770,1770,10
37083, North Carolina,Halifax ,Halifax County,965,965,9
37085, North Carolina,Harnett ,Harnett County,1302,1302,9
37087, North Carolina,Haywood ,Haywood County,1242,1242,9
37089, North Carolina,Henderson ,Henderson County,1230,1230,11
37091, North Carolina,Hertford ,Hertford County,861,861,10
37093, North Carolina,Hoke ,Hoke County,1191,1191,6
37095, North Carolina,Hyde ,Hyde County,856,856,6
37097, North Carolina,Iredell ,Iredell County,1295,1295,9
37099, North Carolina,Jackson ,Jackson County,841,841,9
37101, North Carolina,Johnston ,Johnston County,1358,1358,10
37103, North Carolina,Jones ,Jones County,724,724,7
37105, North Carolina,Lee ,Lee County,1438,1438,5
37107, North Carolina,Lenoir ,Lenoir County,1043,1043,8
37109, North Carolina,Lincoln ,Lincoln County,1254,1254,9
37111, North Carolina,McDowell ,McDowell County,651,651,10
37113, North Carolina,Macon ,Macon County,768,768,7
37115, North Carolina,Madison ,Madison County,1191,1191,9
37117, North Carolina,Martin ,Martin County,1005,1005,8
37119, North Carolina,Mecklenburg ,Mecklenburg County,2302,2302,13
37121, North Carolina,Mitchell ,Mitchell County,891,891,10
37123, North Carolina,Montgomery ,Montgomery County,860,860,12
37125, North Carolina,Moore ,Moore County,1321,1321,7
37127, North Carolina,Nash ,Nash County,1161,1161,6
37129, North Carolina,New Hanover ,New Hanover County,1658,1658,13
37131, North Carolina,Northampton ,Northampton County,985,985,13
37133, North Carolina,Onslow ,Onslow County,1190,1190,8
37135, North Carolina,Orange ,Orange County,3488,3488,8
37137, North Carolina,Pamlico ,Pamlico County,1055,1055,9
37139, North Carolina,Pasquotank ,Pasquotank County,1345,1345,12
37141, North Carolina,Pender ,Pender County,1381,1381,8
37143, North Carolina,Perquimans ,Perquimans County,1228,1228,12
37145, North Carolina,Person ,Person County,950,950,8
37147, North Carolina,Pitt ,Pitt County,1320,1320,6
37149, North Carolina,Polk ,Polk County,1272,1272,6
37151, North Carolina,Randolph ,Randolph County,1045,1045,10
37153, North Carolina,Richmond ,Richmond County,826,826,10
37155, North Carolina,Robeson ,Robeson County,748,748,9
37157, North Carolina,Rockingham ,Rockingham County,1049,1049,12
37159, North Carolina,Rowan ,Rowan County,1131,1131,7
37161, North Carolina,Rutherford ,Rutherford County,826,826,12
37163, North Carolina,Sampson ,Sampson County,843,843,9
37165, North Carolina,Scotland ,Scotland County,996,996,10
37167, North Carolina,Stanly ,Stanly County,1116,1116,8
37169, North Carolina,Stokes ,Stokes County,976,976,8
37171, North Carolina,Surry ,Surry County,892,892,7
37173, North Carolina,Swain ,Swain County,583,583,7
37175, North Carolina,Transylvania ,Transylvania County,1147,1147,14
37177, North Carolina,Tyrrell ,Tyrrell County,916,916,9
37179, North Carolina,Union ,Union County,1878,1878,7
37181, North Carolina,Vance ,Vance County,933,933,7
37183, North Carolina,Wake ,Wake County,2327,2327,6
37185, North Carolina,Warren ,Warren County,874,874,8
37187, North Carolina,Washington ,Washington County,869,869,12
37189, North Carolina,Watauga ,Watauga County,1033,1033,9
37191, North Carolina,Wayne ,Wayne County,1032,1032,7
37193, North Carolina,Wilkes ,Wilkes County,901,901,8
37195, North Carolina,Wilson ,Wilson County,1308,1308,8
37197, North Carolina,Yadkin ,Yadkin County,1096,1096,8
37199, North Carolina,Yancey ,Yancey County,890,890,8
38001, North Dakota,Adams ,Adams County,1146,1146,7
38003, North Dakota,Barnes ,Barnes County,1224,1224,8
38005, North Dakota,Benson ,Benson County,603,603,8
38007, North Dakota,Billings ,Billings County,833,833,10
38009, North Dakota,Bottineau ,Bottineau County,1082,1082,11
38011, North Dakota,Bowman ,Bowman County,1050,1050,8
38013, North Dakota,Burke ,Burke County,681,681,7
38015, North Dakota,Burleigh ,Burleigh County,2257,2257,10
38017, North Dakota,Cass ,Cass County,2672,2672,6
38019, North Dakota,Cavalier ,Cavalier County,887,887,10
38021, North Dakota,Dickey ,Dickey County,1229,1229,8
38023, North Dakota,Divide ,Divide County,761,761,8
38025, North Dakota,Dunn ,Dunn County,1037,1037,6
38027, North Dakota,Eddy ,Eddy County,833,833,6
38029, North Dakota,Emmons ,Emmons County,919,919,8
38031, North Dakota,Foster ,Foster County,1262,1262,8
38033, North Dakota,Golden Valley ,Golden Valley County,750,750,15
38035, North Dakota,Grand Forks ,Grand Forks County,2387,2387,13
38037, North Dakota,Grant ,Grant County,676,676,7
